user-8853,375523,2017-7-15,RENT
user-4445,90093,2017-4-18,TRANSPORT
user-8423,179923,2017-12-22,TRAVEL
user-6049,52523,2017-4-7,ENTERTAINMENT
user-4069,424357,2017-2-21,RENT
user-7228,293763,2017-7-2,ENTERTAINMENT
user-4784,406895,2017-5-17,FRUIT
user-2560,402957,2017-6-7,ENTERTAINMENT
user-4971,409558,2017-7-10,TRAVEL
user-4529,386322,2017-7-26,FOOD
user-1105,365386,2017-9-22,TRAVEL
user-7204,180524,2017-9-9,ENTERTAINMENT
user-4365,35364,2017-6-18,TRANSPORT
user-6463,269311,2017-1-19,TRANSPORT
user-6807,490619,2017-2-6,ENTERTAINMENT
user-3953,453785,2017-4-20,CLOTH
user-8206,409125,2017-3-8,TRAVEL
user-2482,418959,2017-11-3,RENT
user-3010,9339,2017-2-26,FOOD
user-6385,155111,2017-8-9,CLOTH
user-1042,303711,2017-7-4,TRANSPORT
user-9864,346839,2017-8-26,TRANSPORT
user-3329,486779,2017-6-12,RENT
user-3447,197018,2017-1-6,FOOD
user-8343,226463,2017-11-18,TRAVEL
user-2717,53694,2017-6-11,ENTERTAINMENT
user-6521,231609,2017-10-8,TRANSPORT
user-6987,463752,2017-1-19,ENTERTAINMENT
user-4915,260878,2017-10-17,CLOTH
user-5532,400549,2017-2-13,TRANSPORT
user-9089,384840,2017-9-22,FRUIT
user-5784,213358,2017-12-19,FRUIT
user-4573,362332,2017-5-4,RENT
user-2251,55470,2017-9-22,ENTERTAINMENT
user-6241,304125,2017-9-23,RENT
user-8043,103778,2017-6-21,CLOTH
user-5101,238788,2017-10-12,FRUIT
user-2981,286391,2017-1-25,CLOTH
user-1303,164258,2017-7-2,FRUIT
user-8041,162165,2017-7-18,RENT
user-8199,261229,2017-10-22,FRUIT
user-8762,213448,2017-9-25,FOOD
user-3163,181123,2017-9-7,RENT
user-5119,167599,2017-3-1,TRAVEL
user-2559,319080,2017-7-14,FRUIT
user-7897,492500,2017-5-14,FRUIT
user-5970,34639,2017-2-24,TRAVEL
user-1605,186013,2017-7-4,TRANSPORT
user-7384,120258,2017-1-21,FOOD
user-4481,134201,2017-12-3,TRAVEL
user-9064,163657,2017-6-21,ENTERTAINMENT
user-7208,333565,2017-9-17,RENT
user-9070,154614,2017-8-8,ENTERTAINMENT
user-9606,348241,2017-10-8,FOOD
user-9546,392358,2017-10-14,RENT
user-9746,211285,2017-12-19,CLOTH
user-2151,48108,2017-4-17,ENTERTAINMENT
user-2664,197349,2017-2-3,FRUIT
user-2300,371457,2017-2-24,FRUIT
user-3098,301951,2017-9-17,FOOD
user-1786,392832,2017-2-11,ENTERTAINMENT
user-6965,352255,2017-7-12,FRUIT
user-5572,323461,2017-1-7,TRANSPORT
user-2669,392417,2017-11-18,FOOD
user-9096,447337,2017-10-20,RENT
user-9788,358815,2017-7-8,FOOD
user-6693,418416,2017-11-18,TRANSPORT
user-6033,337185,2017-4-17,TRAVEL
user-3844,169269,2017-9-6,FOOD
user-9336,170405,2017-1-2,ENTERTAINMENT
user-9857,56113,2017-6-16,FRUIT
user-1270,256076,2017-5-9,TRAVEL
user-2998,105330,2017-12-13,FOOD
user-2540,287384,2017-12-6,TRAVEL
user-8106,223096,2017-12-2,TRANSPORT
user-6070,401445,2017-5-9,TRANSPORT
user-1206,227743,2017-6-21,TRANSPORT
user-9849,138524,2017-2-5,FOOD
user-9622,209422,2017-12-6,ENTERTAINMENT
user-7880,296249,2017-1-22,ENTERTAINMENT
user-9735,121335,2017-10-9,CLOTH
user-7367,319118,2017-6-23,RENT
user-7853,162217,2017-12-8,FRUIT
user-7192,130940,2017-12-11,ENTERTAINMENT
user-9791,124897,2017-4-1,TRAVEL
user-7449,385594,2017-11-8,TRANSPORT
user-4988,463178,2017-2-12,RENT
user-7530,459315,2017-6-1,TRANSPORT
user-4577,20336,2017-11-10,FRUIT
user-4210,212186,2017-2-21,ENTERTAINMENT
user-8576,394928,2017-8-21,TRANSPORT
user-9982,220471,2017-2-16,TRAVEL
user-2757,71647,2017-3-23,RENT
user-4237,457350,2017-4-7,TRANSPORT
user-9840,104141,2017-10-15,CLOTH
user-1564,360406,2017-1-24,FOOD
user-8527,427426,2017-4-27,FOOD
user-1483,186206,2017-4-6,FRUIT
user-6063,271058,2017-2-23,CLOTH
user-5956,184364,2017-7-11,RENT
user-2809,245916,2017-4-27,ENTERTAINMENT
user-2148,494859,2017-5-17,FOOD
user-9154,89222,2017-8-2,CLOTH
user-6981,139747,2017-8-8,TRANSPORT
user-6048,150490,2017-8-16,CLOTH
user-2176,280125,2017-11-19,FOOD
user-9834,333830,2017-1-11,CLOTH
user-1658,405750,2017-1-1,FRUIT
user-1140,422779,2017-12-10,TRANSPORT
user-8676,231502,2017-12-19,TRAVEL
user-3723,285066,2017-1-27,FRUIT
user-8804,342387,2017-7-26,ENTERTAINMENT
user-8525,358956,2017-6-3,ENTERTAINMENT
user-2615,38463,2017-9-11,ENTERTAINMENT
user-4724,342635,2017-10-3,TRANSPORT
user-4871,220732,2017-12-11,TRAVEL
user-6393,194209,2017-7-4,TRAVEL
user-7743,373976,2017-7-20,CLOTH
user-5202,6275,2017-9-1,RENT
user-1825,32610,2017-2-16,FRUIT
user-8801,360084,2017-12-9,TRAVEL
user-5136,409923,2017-9-5,TRAVEL
user-5197,30186,2017-10-10,ENTERTAINMENT
user-1662,168139,2017-1-19,RENT
user-3813,180083,2017-7-9,TRAVEL
user-4679,305141,2017-1-10,RENT
user-2178,190972,2017-1-20,FRUIT
user-5448,24263,2017-5-15,RENT
user-4994,465820,2017-3-25,TRAVEL
