user-2376,469719,2017-6-5,TRANSPORT
user-2770,28537,2017-3-12,ENTERTAINMENT
user-9204,419625,2017-8-5,TRANSPORT
user-5524,432373,2017-7-18,CLOTH
user-6760,51915,2017-8-23,ENTERTAINMENT
user-6084,198794,2017-3-18,ENTERTAINMENT
user-5774,123080,2017-11-10,RENT
user-9203,449706,2017-12-16,TRAVEL
user-8821,136199,2017-7-5,ENTERTAINMENT
user-4938,327100,2017-4-1,CLOTH
user-5813,295480,2017-8-22,FOOD
user-2988,498360,2017-8-14,RENT
user-1044,387014,2017-9-7,CLOTH
user-6892,94368,2017-8-11,RENT
user-5721,19311,2017-10-5,CLOTH
user-1160,483829,2017-3-8,RENT
user-4773,413191,2017-5-10,TRAVEL
user-5389,244632,2017-7-10,CLOTH
user-7879,476996,2017-5-14,RENT
user-3913,483161,2017-8-14,TRAVEL
user-3269,357293,2017-3-27,FRUIT
user-3423,413264,2017-10-12,TRAVEL
user-6158,108008,2017-6-19,CLOTH
user-2933,331251,2017-11-17,TRANSPORT
user-7467,150350,2017-7-17,TRANSPORT
user-8583,139987,2017-8-18,FOOD
user-1088,252751,2017-1-1,TRANSPORT
user-9234,309669,2017-1-13,ENTERTAINMENT
user-1036,471761,2017-4-25,ENTERTAINMENT
user-2241,312053,2017-9-27,FOOD
user-4552,136514,2017-8-16,TRAVEL
user-6028,480331,2017-4-13,FOOD
user-8547,342202,2017-7-26,FRUIT
user-9897,480347,2017-9-24,FOOD
user-6380,157933,2017-7-25,TRANSPORT
user-5265,280265,2017-5-14,CLOTH
user-8004,270163,2017-1-25,CLOTH
user-7647,424287,2017-12-22,TRAVEL
user-2660,493126,2017-7-13,CLOTH
user-2046,360001,2017-10-5,CLOTH
user-8882,327771,2017-4-25,ENTERTAINMENT
user-4195,152507,2017-4-21,FRUIT
user-4992,244000,2017-9-18,FRUIT
user-7673,72177,2017-10-25,TRAVEL
user-3994,143770,2017-10-25,FOOD
user-6364,391624,2017-3-12,CLOTH
user-6455,129726,2017-7-21,FOOD
user-5724,78913,2017-5-22,FRUIT
user-2240,61440,2017-4-16,ENTERTAINMENT
user-6577,47626,2017-3-3,FOOD
user-8045,325139,2017-8-7,CLOTH
user-2486,323194,2017-9-11,TRANSPORT
user-8319,94185,2017-12-22,ENTERTAINMENT
user-6050,74995,2017-10-12,CLOTH
user-1544,223329,2017-6-18,RENT
user-5627,357394,2017-7-12,RENT
user-7330,242651,2017-3-7,FRUIT
user-6305,66956,2017-11-6,RENT
user-1150,251076,2017-6-26,ENTERTAINMENT
user-2581,104881,2017-8-26,TRANSPORT
user-5028,161779,2017-11-3,TRAVEL
user-3633,311264,2017-1-5,FRUIT
user-6117,258973,2017-5-4,ENTERTAINMENT
user-7205,139570,2017-4-17,FOOD
user-8012,426524,2017-3-15,FOOD
user-9014,182417,2017-1-18,TRANSPORT
user-5499,443059,2017-8-9,FRUIT
user-8600,82538,2017-12-23,CLOTH
user-6288,378087,2017-2-13,TRAVEL
user-3863,120805,2017-3-7,FRUIT
user-5736,21676,2017-1-14,ENTERTAINMENT
user-4966,72934,2017-2-17,RENT
user-2861,173657,2017-10-17,RENT
user-1349,168223,2017-11-4,CLOTH
user-2902,406945,2017-7-10,CLOTH
user-8432,372338,2017-1-18,TRANSPORT
user-6460,355773,2017-3-24,CLOTH
user-9843,194281,2017-12-13,FRUIT
user-8104,239981,2017-11-11,FRUIT
user-8066,248608,2017-12-22,FOOD
user-5173,354564,2017-5-8,FRUIT
user-5760,77071,2017-12-23,ENTERTAINMENT
user-6438,302974,2017-4-24,CLOTH
user-7552,338835,2017-9-20,FRUIT
user-5354,289082,2017-11-13,CLOTH
user-7700,121991,2017-3-24,TRAVEL
user-1612,131816,2017-1-17,TRANSPORT
user-8098,322143,2017-9-25,RENT
user-7001,259759,2017-3-14,TRAVEL
user-2818,155183,2017-4-15,ENTERTAINMENT
user-7489,147192,2017-8-2,RENT
user-6131,237912,2017-6-8,TRANSPORT
user-4831,19106,2017-12-18,FOOD
user-5015,243279,2017-4-19,FOOD
user-4244,34046,2017-3-27,CLOTH
user-3378,58825,2017-9-27,RENT
user-7423,248976,2017-8-22,FRUIT
user-9829,207647,2017-11-9,ENTERTAINMENT
user-3864,292310,2017-10-24,TRANSPORT
user-2958,433183,2017-6-15,TRAVEL
user-2338,343619,2017-8-7,FRUIT
user-2890,226234,2017-3-20,FRUIT
user-7202,241161,2017-9-23,RENT
user-3650,57714,2017-12-14,ENTERTAINMENT
user-6304,299567,2017-12-2,ENTERTAINMENT
user-8918,185343,2017-12-6,FOOD
user-3584,455964,2017-7-9,TRAVEL
user-6578,31894,2017-6-18,RENT
user-7849,88978,2017-8-18,ENTERTAINMENT
user-4997,339723,2017-5-22,FOOD
user-7101,110292,2017-7-5,TRANSPORT
user-8477,127919,2017-11-1,FOOD
user-3933,104803,2017-8-3,TRAVEL
user-5604,460114,2017-12-7,CLOTH
user-8763,121575,2017-6-16,FRUIT
user-8959,111649,2017-1-9,FRUIT
user-8952,485201,2017-6-21,ENTERTAINMENT
user-4918,223044,2017-4-27,CLOTH
user-8452,358252,2017-11-14,FRUIT
user-9458,285974,2017-9-21,CLOTH
user-7231,346054,2017-8-23,FOOD
user-4868,471582,2017-6-24,TRAVEL
user-4656,376661,2017-2-2,TRANSPORT
user-8416,261303,2017-12-1,FOOD
user-9478,319014,2017-3-12,RENT
user-6968,165089,2017-3-24,TRANSPORT
user-4560,320742,2017-8-18,RENT
user-4176,36974,2017-5-13,ENTERTAINMENT
user-6639,19916,2017-8-11,FRUIT
user-9153,140335,2017-11-9,FOOD
user-3224,161476,2017-11-12,CLOTH
user-3084,316568,2017-7-27,CLOTH
user-6077,236988,2017-12-20,FRUIT
user-1324,485122,2017-2-4,ENTERTAINMENT
user-9864,11266,2017-6-19,CLOTH
user-2159,138343,2017-1-18,FOOD
user-6475,154964,2017-2-27,RENT
user-5484,210978,2017-2-10,FRUIT
user-2943,225435,2017-7-8,CLOTH
user-7405,155851,2017-1-19,RENT
user-8118,161632,2017-4-26,RENT
user-9884,39931,2017-12-5,FOOD
user-9413,212175,2017-6-17,RENT
user-1559,345879,2017-7-9,TRAVEL
user-7638,248223,2017-2-22,TRANSPORT
user-2484,17538,2017-3-6,FRUIT
user-1520,442584,2017-3-4,FOOD
user-3491,251032,2017-6-3,TRANSPORT
user-1038,392635,2017-1-11,TRANSPORT
user-9320,273340,2017-7-12,ENTERTAINMENT
user-1664,107935,2017-1-6,CLOTH
user-2659,90992,2017-6-16,ENTERTAINMENT
user-6403,226185,2017-4-11,TRAVEL
user-1807,128917,2017-7-1,TRAVEL
user-3222,429942,2017-1-21,TRANSPORT
user-8982,168740,2017-5-22,FRUIT
user-4151,473800,2017-10-2,FOOD
user-8552,66462,2017-11-9,RENT
user-2163,63709,2017-9-12,RENT
user-4477,220072,2017-2-11,TRANSPORT
user-3152,247174,2017-9-7,FRUIT
user-2148,499088,2017-9-17,CLOTH
user-1410,64956,2017-9-9,CLOTH
user-5564,134504,2017-4-20,ENTERTAINMENT
user-5693,442448,2017-7-13,TRAVEL
user-3700,340046,2017-12-5,RENT
user-2150,447423,2017-10-11,TRAVEL
user-1471,468781,2017-12-3,TRAVEL
user-1708,244167,2017-5-27,ENTERTAINMENT
user-2129,60420,2017-4-22,FOOD
user-2856,52468,2017-1-6,FOOD
user-7574,271733,2017-11-8,CLOTH
user-3979,408708,2017-6-13,TRAVEL
user-7142,455191,2017-10-27,FOOD
user-2203,357164,2017-7-14,RENT
user-2716,360527,2017-9-20,TRAVEL
user-2003,329333,2017-6-5,TRAVEL
user-1745,172460,2017-9-2,FRUIT
user-2811,215506,2017-10-13,RENT
user-8572,412006,2017-3-4,ENTERTAINMENT
user-7881,15438,2017-2-12,CLOTH
user-4079,441469,2017-3-1,CLOTH
user-7822,266277,2017-6-14,CLOTH
user-8910,163806,2017-7-21,FRUIT
user-9188,466920,2017-11-24,FOOD
user-3762,70135,2017-11-6,ENTERTAINMENT
user-3775,182603,2017-4-1,RENT
user-1773,235373,2017-4-9,RENT
user-2454,61104,2017-7-5,CLOTH
user-6905,323039,2017-8-7,CLOTH
user-3857,340846,2017-5-26,FRUIT
user-2461,158524,2017-7-25,ENTERTAINMENT
user-9529,87995,2017-3-11,ENTERTAINMENT
user-3622,215212,2017-9-6,ENTERTAINMENT
user-6692,213462,2017-7-23,FRUIT
user-3716,37965,2017-7-20,TRAVEL
user-3864,359090,2017-3-10,TRANSPORT
user-2213,212123,2017-8-13,TRANSPORT
user-5870,93648,2017-10-12,RENT
user-2623,207413,2017-7-16,FOOD
user-9757,220441,2017-6-12,FRUIT
user-6236,287896,2017-7-16,RENT
user-3056,248808,2017-5-24,FOOD
user-1973,466031,2017-8-11,CLOTH
user-2327,351119,2017-10-14,TRAVEL
user-6074,353775,2017-4-1,TRAVEL
user-2092,387111,2017-8-17,TRAVEL
user-4502,165138,2017-8-9,ENTERTAINMENT
user-1980,245606,2017-2-20,TRAVEL
user-2656,95311,2017-2-20,TRAVEL
user-7160,115246,2017-9-18,ENTERTAINMENT
user-8453,82081,2017-9-17,FOOD
user-5352,330512,2017-8-10,ENTERTAINMENT
user-9730,81602,2017-9-19,TRAVEL
user-5144,221165,2017-9-5,CLOTH
user-5010,437571,2017-6-16,FRUIT
user-7456,127320,2017-9-3,ENTERTAINMENT
user-7881,158623,2017-3-4,ENTERTAINMENT
user-3557,59396,2017-7-4,RENT
user-3918,338712,2017-1-3,ENTERTAINMENT
user-7203,303912,2017-4-20,RENT
user-3371,428341,2017-5-15,TRAVEL
user-4774,440519,2017-6-2,TRANSPORT
user-5144,5480,2017-11-3,FRUIT
user-1879,114654,2017-6-17,CLOTH
user-1432,35668,2017-2-22,FOOD
user-9743,298106,2017-8-12,CLOTH
user-1073,73748,2017-9-20,FRUIT
user-1186,207931,2017-2-16,TRANSPORT
user-6302,276017,2017-6-18,RENT
user-2100,140264,2017-12-4,ENTERTAINMENT
user-6278,54186,2017-2-22,TRAVEL
user-3668,401600,2017-12-3,FOOD
user-2100,38103,2017-6-20,RENT
user-5545,168386,2017-4-5,FOOD
user-6961,349376,2017-9-17,CLOTH
user-5283,114568,2017-2-3,TRANSPORT
user-7262,263918,2017-5-15,FOOD
user-9436,263030,2017-5-7,TRANSPORT
user-6223,200789,2017-6-15,FOOD
user-8024,335461,2017-2-21,FRUIT
user-5925,386187,2017-6-22,TRAVEL
user-5735,135875,2017-11-17,TRAVEL
user-9560,178691,2017-2-17,ENTERTAINMENT
user-5351,162745,2017-1-6,TRAVEL
user-1616,446203,2017-6-4,ENTERTAINMENT
user-6345,349762,2017-9-3,FOOD
user-2698,279358,2017-1-22,CLOTH
user-9445,202889,2017-10-13,ENTERTAINMENT
user-5297,382834,2017-4-3,TRAVEL
user-9070,243163,2017-2-27,CLOTH
user-7833,471820,2017-6-8,FRUIT
user-2261,363349,2017-9-27,TRAVEL
user-8101,305389,2017-11-14,FOOD
user-2342,314577,2017-2-9,TRANSPORT
user-8739,263184,2017-12-10,TRANSPORT
user-6991,77217,2017-9-24,ENTERTAINMENT
user-7108,150299,2017-10-21,FOOD
user-6395,131114,2017-6-12,TRAVEL
user-9859,333795,2017-8-4,TRAVEL
user-4482,290987,2017-8-18,ENTERTAINMENT
user-9911,133666,2017-1-26,FRUIT
user-3214,125918,2017-10-6,RENT
user-9736,122272,2017-6-25,TRAVEL
user-4814,70045,2017-7-16,RENT
user-7027,428942,2017-9-21,RENT
user-7293,440309,2017-6-21,TRAVEL
user-4227,232433,2017-11-12,TRAVEL
user-2116,254513,2017-8-10,CLOTH
user-8527,149200,2017-8-6,FOOD
user-2834,103987,2017-12-26,RENT
user-5648,472145,2017-4-27,ENTERTAINMENT
user-6352,418302,2017-4-24,FOOD
user-1417,417613,2017-12-15,FRUIT
user-5315,22788,2017-6-14,FRUIT
user-5114,146896,2017-3-7,TRAVEL
user-8327,442072,2017-2-16,FRUIT
user-2214,223663,2017-8-11,CLOTH
user-7067,102516,2017-12-4,FOOD
user-7139,332903,2017-12-24,TRAVEL
