user-6352,235232,2017-12-2,TRANSPORT
user-3452,395372,2017-7-23,ENTERTAINMENT
user-3152,428678,2017-7-6,RENT
user-5764,492470,2017-8-17,FOOD
user-1412,289918,2017-4-21,FOOD
user-5889,92113,2017-5-19,RENT
user-1891,36277,2017-6-22,ENTERTAINMENT
user-3227,114869,2017-1-12,FOOD
user-6743,411000,2017-4-17,TRANSPORT
user-1506,43986,2017-1-23,FOOD
user-6680,423010,2017-10-2,FOOD
user-5604,149508,2017-10-14,TRANSPORT
user-1462,374589,2017-9-3,ENTERTAINMENT
user-1322,375480,2017-4-7,FOOD
user-4433,402332,2017-9-23,CLOTH
user-9387,180912,2017-10-4,TRANSPORT
user-9439,414642,2017-11-23,ENTERTAINMENT
user-3743,378888,2017-5-1,FRUIT
user-2403,102034,2017-10-11,TRAVEL
user-3073,381283,2017-1-27,TRAVEL
user-8351,315886,2017-10-17,FRUIT
user-5855,48583,2017-4-27,FRUIT
user-4597,483901,2017-2-2,CLOTH
user-8582,75021,2017-4-9,RENT
user-4244,117050,2017-4-11,FRUIT
user-9754,321794,2017-7-3,TRANSPORT
user-7694,442453,2017-10-21,TRANSPORT
user-2963,345854,2017-11-1,RENT
user-2124,455832,2017-9-10,ENTERTAINMENT
user-7989,403367,2017-6-17,TRAVEL
user-6755,323527,2017-9-20,RENT
user-7093,305401,2017-12-19,ENTERTAINMENT
user-4761,351396,2017-12-21,RENT
user-9120,492147,2017-5-19,FRUIT
user-2908,144568,2017-8-16,FRUIT
user-6149,28082,2017-10-5,RENT
user-4459,397113,2017-10-15,TRANSPORT
user-4171,332617,2017-2-4,CLOTH
user-8725,373221,2017-7-9,CLOTH
user-2551,330227,2017-7-9,RENT
user-5750,441198,2017-8-13,CLOTH
user-4822,53744,2017-6-4,RENT
user-1970,350199,2017-9-25,RENT
user-8763,13572,2017-3-18,FRUIT
user-6264,171321,2017-9-6,FRUIT
user-2665,266105,2017-10-11,FRUIT
user-8190,220524,2017-3-20,ENTERTAINMENT
user-4642,79068,2017-6-25,CLOTH
user-5213,286795,2017-11-14,ENTERTAINMENT
user-4767,324191,2017-9-9,RENT
user-6174,95985,2017-9-5,FRUIT
user-8981,472282,2017-6-10,FRUIT
user-8714,95677,2017-2-16,FRUIT
user-2692,305070,2017-8-9,RENT
user-1636,232296,2017-12-24,TRAVEL
user-7566,322133,2017-8-1,TRANSPORT
user-7558,455188,2017-6-23,TRAVEL
user-1529,434445,2017-2-21,TRAVEL
user-8937,167110,2017-10-20,CLOTH
user-1710,88297,2017-11-17,FRUIT
user-1884,165329,2017-8-16,RENT
user-7166,114866,2017-3-11,CLOTH
user-3147,64189,2017-12-14,CLOTH
user-1948,238692,2017-3-2,CLOTH
user-8025,133437,2017-6-26,TRANSPORT
user-7867,272610,2017-6-8,FRUIT
user-7344,26881,2017-11-24,RENT
user-1200,74532,2017-10-8,FOOD
user-9146,114111,2017-6-3,TRAVEL
user-2747,220297,2017-8-21,CLOTH
user-8604,17873,2017-10-4,TRANSPORT
user-9990,69900,2017-3-17,CLOTH
user-6669,59233,2017-7-18,TRANSPORT
user-6526,155452,2017-8-1,FRUIT
user-7062,231241,2017-9-5,CLOTH
user-9707,23200,2017-4-12,TRAVEL
user-2791,283732,2017-9-7,TRANSPORT
user-3623,291919,2017-5-18,RENT
user-8621,65422,2017-1-3,TRANSPORT
user-5058,89971,2017-12-6,CLOTH
user-3647,373429,2017-5-18,TRAVEL
user-4573,435271,2017-4-14,FRUIT
user-1183,357986,2017-9-17,ENTERTAINMENT
user-1067,69552,2017-2-9,FOOD
user-9018,140013,2017-9-16,RENT
user-9368,495544,2017-5-17,FRUIT
user-9522,283775,2017-12-21,CLOTH
user-6788,459313,2017-10-24,TRANSPORT
user-8900,376583,2017-5-4,RENT
user-3185,189134,2017-4-12,ENTERTAINMENT
user-7433,236236,2017-2-8,FRUIT
user-3603,467010,2017-12-16,FOOD
user-2749,33155,2017-7-21,CLOTH
user-7716,170556,2017-1-21,RENT
user-3343,19488,2017-9-21,FOOD
user-5051,383414,2017-2-6,RENT
user-7408,476969,2017-5-18,RENT
user-5431,485168,2017-2-14,FOOD
user-2424,66629,2017-7-20,FRUIT
user-4339,142053,2017-7-25,TRAVEL
user-7026,58339,2017-4-26,RENT
user-3965,117119,2017-11-23,TRAVEL
user-9734,19142,2017-4-16,CLOTH
user-6244,445815,2017-2-4,FOOD
user-5527,225265,2017-5-9,TRANSPORT
user-6089,259161,2017-6-3,FOOD
user-4382,164271,2017-8-11,CLOTH
user-7604,183282,2017-1-27,RENT
user-2521,49457,2017-8-13,RENT
user-4634,249092,2017-7-24,TRANSPORT
user-4980,19863,2017-10-1,TRANSPORT
user-6137,415664,2017-3-9,TRANSPORT
user-5042,208837,2017-6-25,ENTERTAINMENT
user-2363,393799,2017-4-26,FOOD
user-7956,463307,2017-5-8,FOOD
user-8570,153964,2017-3-26,FOOD
user-8228,459303,2017-2-8,CLOTH
user-5065,16961,2017-10-2,FOOD
user-6300,254692,2017-5-16,FOOD
user-2118,456178,2017-6-22,CLOTH
user-9161,431452,2017-7-18,CLOTH
user-8752,271607,2017-12-26,TRAVEL
user-7938,414721,2017-7-8,CLOTH
user-7307,469314,2017-10-20,TRANSPORT
user-2392,28281,2017-12-20,RENT
user-7691,311690,2017-12-1,CLOTH
user-8242,327182,2017-11-12,FOOD
user-6124,336352,2017-8-3,ENTERTAINMENT
user-8050,417915,2017-11-21,RENT
user-7855,413438,2017-10-7,TRANSPORT
user-2175,105884,2017-5-10,TRAVEL
user-6394,39201,2017-12-4,TRAVEL
user-5631,412451,2017-11-21,FOOD
user-7533,233736,2017-2-16,CLOTH
user-9120,51090,2017-11-6,FOOD
user-3956,86770,2017-6-25,RENT
user-9686,162871,2017-7-19,TRAVEL
user-3189,36456,2017-7-6,TRAVEL
user-4690,27521,2017-12-19,FRUIT
user-1215,485329,2017-8-15,CLOTH
user-5592,195616,2017-5-7,TRANSPORT
user-2949,60712,2017-10-12,TRAVEL
user-4007,151070,2017-11-27,FRUIT
user-5869,472755,2017-9-9,RENT
user-2088,46544,2017-10-12,FRUIT
user-7942,8321,2017-3-24,TRAVEL
user-2464,198147,2017-2-24,TRANSPORT
user-6665,388584,2017-1-26,FOOD
user-6167,104518,2017-12-12,TRAVEL
user-6077,485050,2017-3-3,FOOD
user-1027,450057,2017-11-21,ENTERTAINMENT
user-9374,176967,2017-7-15,FOOD
user-1475,39373,2017-3-5,FRUIT
user-4580,369518,2017-1-11,RENT
user-5527,398490,2017-8-26,FOOD
user-5391,325777,2017-6-21,RENT
user-5229,273886,2017-7-12,CLOTH
user-6115,26838,2017-6-26,TRANSPORT
user-4800,370386,2017-7-5,CLOTH
user-6148,435203,2017-10-1,FRUIT
user-2757,425766,2017-8-18,CLOTH
user-4749,60765,2017-7-17,FRUIT
user-7605,131784,2017-6-25,FOOD
user-3966,417952,2017-12-18,RENT
user-9686,254634,2017-2-23,FOOD
user-9814,90867,2017-2-21,FOOD
user-5918,465746,2017-1-3,TRANSPORT
user-7741,376675,2017-8-17,FRUIT
user-4531,152576,2017-9-16,TRANSPORT
user-3296,87183,2017-11-6,FRUIT
user-8213,223445,2017-11-7,FRUIT
user-7111,143684,2017-6-9,TRAVEL
user-9470,188955,2017-9-26,TRANSPORT
user-6086,204168,2017-9-7,FRUIT
user-2132,52904,2017-3-10,ENTERTAINMENT
user-6884,393901,2017-7-12,ENTERTAINMENT
user-6957,487594,2017-11-21,CLOTH
user-7936,201991,2017-8-24,RENT
user-3380,205863,2017-6-18,TRANSPORT
user-6256,233500,2017-2-11,TRAVEL
user-8389,312738,2017-9-16,TRAVEL
user-6682,433004,2017-2-14,FOOD
user-2584,230883,2017-10-21,FOOD
user-6797,284778,2017-7-3,CLOTH
user-4767,470329,2017-8-1,CLOTH
user-2187,458961,2017-8-15,RENT
user-2505,436018,2017-5-7,ENTERTAINMENT
user-2846,211951,2017-12-27,ENTERTAINMENT
user-9641,196505,2017-5-21,CLOTH
user-5024,10484,2017-4-18,ENTERTAINMENT
user-1001,491363,2017-10-12,RENT
user-8988,399356,2017-7-19,ENTERTAINMENT
user-1089,236422,2017-11-6,ENTERTAINMENT
user-1034,327956,2017-2-23,ENTERTAINMENT
user-2181,256466,2017-11-20,FOOD
user-1732,43282,2017-1-8,FRUIT
user-3771,196377,2017-6-13,FOOD
user-7377,326507,2017-4-4,RENT
user-2109,383071,2017-9-15,FOOD
user-1551,23065,2017-1-3,TRAVEL
user-2819,275773,2017-9-15,ENTERTAINMENT
user-3293,474118,2017-2-1,ENTERTAINMENT
user-6093,135263,2017-9-7,FOOD
user-2923,79326,2017-11-27,RENT
user-2295,311144,2017-4-18,CLOTH
user-8289,413899,2017-1-5,ENTERTAINMENT
user-1265,367317,2017-1-12,FRUIT
user-9502,105296,2017-1-2,CLOTH
user-9738,101444,2017-12-4,ENTERTAINMENT
user-2255,132329,2017-6-17,FOOD
user-5341,408946,2017-4-18,ENTERTAINMENT
user-4246,471804,2017-7-22,RENT
user-5331,227408,2017-5-24,CLOTH
user-1981,491745,2017-3-21,CLOTH
user-9145,247452,2017-3-22,ENTERTAINMENT
user-9004,135555,2017-7-23,RENT
user-2458,52066,2017-2-6,TRAVEL
user-8424,275440,2017-8-17,ENTERTAINMENT
user-7717,368997,2017-6-23,CLOTH
user-1346,468386,2017-10-17,ENTERTAINMENT
user-2455,297645,2017-11-19,RENT
user-6771,323885,2017-1-4,TRANSPORT
user-4552,482139,2017-2-3,TRANSPORT
user-2347,232693,2017-10-27,TRAVEL
user-6581,156681,2017-11-15,FRUIT
user-5561,327977,2017-10-14,RENT
user-8682,429238,2017-6-7,RENT
user-7599,441017,2017-7-27,RENT
user-1918,391325,2017-3-8,TRANSPORT
user-2197,253983,2017-4-26,FRUIT
user-4441,382494,2017-10-24,TRAVEL
user-8140,54174,2017-10-7,RENT
user-9613,31765,2017-4-2,RENT
user-3268,422046,2017-6-14,CLOTH
user-2080,92648,2017-6-21,FRUIT
user-5197,58839,2017-11-26,TRAVEL
user-4400,147827,2017-5-3,ENTERTAINMENT
user-1387,303734,2017-2-4,TRAVEL
user-6861,31869,2017-8-26,ENTERTAINMENT
user-9463,319937,2017-12-14,TRANSPORT
user-1882,222268,2017-2-5,RENT
user-3227,369935,2017-7-21,CLOTH
user-2391,488969,2017-2-7,FOOD
user-3331,375552,2017-8-18,FRUIT
user-7579,199678,2017-9-3,TRAVEL
user-6132,181496,2017-12-3,TRAVEL
user-9282,148085,2017-7-2,CLOTH
user-7564,359243,2017-4-4,TRAVEL
user-6750,59508,2017-6-24,FRUIT
user-1118,380486,2017-3-6,RENT
user-5307,471044,2017-6-15,RENT
user-8570,474754,2017-5-1,FOOD
user-3528,427148,2017-7-24,TRANSPORT
user-8995,451412,2017-9-5,TRAVEL
user-4337,242477,2017-5-26,RENT
user-4228,105771,2017-10-27,ENTERTAINMENT
user-7071,190116,2017-8-12,TRAVEL
user-9410,285774,2017-10-16,RENT
user-6099,25095,2017-9-17,CLOTH
user-9448,478513,2017-9-12,FRUIT
user-9002,261795,2017-12-11,FOOD
user-8462,405338,2017-8-25,CLOTH
user-3618,233402,2017-1-3,RENT
user-4651,32328,2017-8-20,FRUIT
user-2214,442325,2017-11-8,TRANSPORT
user-7290,271179,2017-6-20,ENTERTAINMENT
user-6002,151485,2017-6-24,RENT
user-7111,150384,2017-7-3,TRANSPORT
user-9793,248395,2017-9-22,TRAVEL
user-2220,472478,2017-9-2,FOOD
user-2353,34583,2017-11-11,FOOD
user-2345,417857,2017-6-17,RENT
user-6144,246986,2017-6-24,FOOD
user-2690,396973,2017-1-1,CLOTH
user-9602,49588,2017-1-7,TRAVEL
user-4498,212256,2017-3-4,TRANSPORT
user-3811,129840,2017-6-5,RENT
user-3683,34796,2017-4-1,TRAVEL
user-5497,212231,2017-12-4,FOOD
user-9902,313077,2017-5-15,CLOTH
user-4397,107892,2017-10-7,TRAVEL
user-6875,155492,2017-2-12,ENTERTAINMENT
user-2083,273068,2017-4-5,FRUIT
user-2659,51752,2017-11-3,CLOTH
user-8662,469348,2017-12-2,CLOTH
user-8600,409116,2017-4-23,ENTERTAINMENT
user-4262,261718,2017-12-21,CLOTH
user-2528,369258,2017-5-4,ENTERTAINMENT
user-3389,262118,2017-6-3,FOOD
user-3073,385001,2017-6-17,ENTERTAINMENT
user-9403,217435,2017-10-7,FOOD
