user-3593,26037,2017-9-4,RENT
user-1914,464902,2017-10-8,CLOTH
user-4269,239872,2017-9-4,TRANSPORT
user-4494,418045,2017-12-25,RENT
user-6388,201599,2017-10-20,FRUIT
user-4305,454124,2017-5-18,TRANSPORT
user-1962,453952,2017-6-7,TRANSPORT
user-5624,465500,2017-2-8,TRAVEL
user-5364,355955,2017-3-8,FOOD
user-5237,162421,2017-6-2,TRAVEL
user-2427,203039,2017-6-11,ENTERTAINMENT
user-3135,350574,2017-7-2,FOOD
user-1866,439104,2017-1-11,FRUIT
user-7787,156516,2017-1-19,TRANSPORT
user-9344,423858,2017-6-16,FOOD
user-2893,257908,2017-3-21,ENTERTAINMENT
user-3891,317458,2017-4-5,TRANSPORT
user-2881,203705,2017-11-14,FRUIT
user-4689,71443,2017-11-18,FOOD
user-1108,309642,2017-7-8,TRAVEL
user-5897,454586,2017-12-24,TRANSPORT
user-8030,188844,2017-8-23,FOOD
user-5186,149121,2017-4-25,ENTERTAINMENT
user-3453,120278,2017-7-12,TRANSPORT
user-5821,301143,2017-2-3,CLOTH
user-6221,95500,2017-7-10,ENTERTAINMENT
user-6186,270116,2017-7-16,RENT
user-4572,348509,2017-5-12,FRUIT
user-9479,223838,2017-1-20,RENT
user-6581,395555,2017-5-23,ENTERTAINMENT
user-3293,153878,2017-12-12,ENTERTAINMENT
user-3276,202551,2017-5-7,TRAVEL
user-4523,382625,2017-3-5,CLOTH
user-1071,322821,2017-10-19,FRUIT
user-5194,346142,2017-6-3,TRAVEL
user-5229,125137,2017-8-19,FOOD
user-8305,55435,2017-3-22,CLOTH
user-3168,435368,2017-10-17,TRAVEL
user-5105,108882,2017-11-18,FOOD
user-1540,140740,2017-6-14,CLOTH
user-4260,29537,2017-1-23,TRANSPORT
user-5878,499794,2017-9-24,CLOTH
user-4853,272099,2017-10-14,CLOTH
user-2745,336346,2017-6-22,FOOD
user-8076,382268,2017-5-5,TRANSPORT
user-1988,86196,2017-5-18,RENT
user-4372,498110,2017-5-11,CLOTH
user-4808,60584,2017-3-26,FRUIT
user-4917,287406,2017-7-7,FRUIT
user-1203,9046,2017-10-27,FOOD
user-5754,313211,2017-8-15,FRUIT
user-4266,204980,2017-9-2,TRAVEL
user-4878,359418,2017-10-5,CLOTH
user-9504,149265,2017-5-21,ENTERTAINMENT
user-6603,373674,2017-7-3,CLOTH
user-5961,219554,2017-10-19,TRANSPORT
user-6077,43783,2017-1-17,TRAVEL
user-2173,457468,2017-6-8,ENTERTAINMENT
user-6567,137018,2017-10-16,ENTERTAINMENT
user-6808,65160,2017-8-20,FRUIT
user-9823,128187,2017-9-18,FOOD
user-3564,364420,2017-11-23,RENT
user-2135,117184,2017-1-16,CLOTH
user-9240,136055,2017-4-7,TRANSPORT
user-9526,152008,2017-4-3,FRUIT
user-5143,482152,2017-2-11,RENT
user-1346,450362,2017-9-26,ENTERTAINMENT
user-4760,36014,2017-8-9,TRANSPORT
user-2656,257681,2017-2-4,ENTERTAINMENT
user-1810,12974,2017-12-17,CLOTH
user-6241,379609,2017-1-21,FRUIT
user-9882,24135,2017-1-19,CLOTH
user-1487,280176,2017-12-17,TRAVEL
user-7220,293796,2017-7-20,CLOTH
user-5430,180391,2017-2-13,FRUIT
user-2557,65730,2017-5-23,FRUIT
user-8203,269422,2017-2-7,ENTERTAINMENT
user-1758,193963,2017-1-15,FOOD
user-7364,210329,2017-2-18,TRAVEL
user-5300,33655,2017-9-22,TRANSPORT
user-7881,312104,2017-9-15,FOOD
user-7625,167200,2017-2-19,FOOD
user-6841,480281,2017-4-14,TRAVEL
user-4684,291755,2017-4-14,CLOTH
user-4702,394409,2017-9-1,FRUIT
user-6897,19544,2017-1-11,RENT
user-6096,321682,2017-4-9,ENTERTAINMENT
user-4057,357654,2017-9-21,CLOTH
user-4422,201074,2017-7-19,FRUIT
user-2173,57626,2017-12-18,TRAVEL
user-6921,371866,2017-9-2,FRUIT
user-9551,210353,2017-12-4,RENT
user-5653,29738,2017-8-4,RENT
user-8920,279367,2017-4-26,CLOTH
user-5746,250194,2017-9-19,TRANSPORT
user-3586,484946,2017-3-26,FOOD
user-9456,367116,2017-8-2,ENTERTAINMENT
user-4206,421983,2017-2-20,RENT
user-5833,191119,2017-3-10,RENT
user-5699,438090,2017-3-27,ENTERTAINMENT
user-9099,387598,2017-11-16,CLOTH
user-4551,70127,2017-2-26,ENTERTAINMENT
user-8724,117033,2017-4-21,TRANSPORT
user-2930,428159,2017-8-1,TRAVEL
user-2700,44622,2017-11-5,CLOTH
user-7470,347441,2017-12-9,FRUIT
user-3716,182581,2017-2-3,ENTERTAINMENT
user-3910,261532,2017-10-21,FRUIT
user-1408,203483,2017-3-5,TRANSPORT
user-8640,128440,2017-3-4,RENT
user-4770,13901,2017-3-22,RENT
user-6772,19337,2017-11-20,FRUIT
user-6328,286996,2017-3-7,ENTERTAINMENT
user-1142,62369,2017-1-19,TRAVEL
user-4127,351175,2017-5-15,CLOTH
user-9936,246682,2017-1-1,CLOTH
user-2843,315839,2017-3-20,FRUIT
user-8994,372942,2017-4-6,FRUIT
user-4423,149081,2017-8-19,FRUIT
user-8406,428311,2017-9-13,RENT
user-4915,291824,2017-12-10,ENTERTAINMENT
user-3896,159437,2017-4-10,RENT
user-4050,173451,2017-11-27,RENT
user-9963,322638,2017-8-18,FRUIT
user-4302,96613,2017-1-26,FRUIT
user-2252,293089,2017-6-6,ENTERTAINMENT
user-3352,404607,2017-6-27,FRUIT
user-1282,391925,2017-2-15,RENT
user-6214,61192,2017-6-24,TRANSPORT
user-7550,362547,2017-5-20,ENTERTAINMENT
user-9855,421295,2017-5-5,FOOD
user-8405,242924,2017-4-16,TRANSPORT
user-5007,177760,2017-10-23,CLOTH
user-8433,391578,2017-12-19,FOOD
user-1315,119237,2017-4-1,RENT
user-9848,252915,2017-7-17,FOOD
user-6816,476950,2017-2-2,FRUIT
user-1515,11745,2017-8-21,TRANSPORT
